schoolsupplier_id,store_page,raw_name,urn,schoolsupplier_id,school_name,supplier_code
146,https://scotcrestschools.co.uk/index.php?route=product/category&path=1_3_397,,,,Neilsland Primary,sco
147,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/Netherburn%20Primary,,,,Netherburn Primary,sco
148,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/Newfield%20Primary,,,,Newfield Primary,sco
149,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/newton%20farm,,,,Newton Farm Primary,sco
150,https://scotcrestschools.co.uk/index.php?route=product/category&path=1_3_416,,,,Our Lady and St Annes,sco
151,https://scotcrestschools.co.uk/index.php?route=product/category&path=1_3_377,,,,Park View Primary,sco
152,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/Quarter%20Primary,,,,Quarter Primary,sco
153,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/Robert%20Smillie%20Memorial,,,,Robert Smillie Memorial,sco
154,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/Rutherglen-high,,,,Rutherglen High,sco
155,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/St%20Blanes%20Primary,,,,St Blanes Primary,sco
156,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/St%20Brides%20Bothwell,,,,St Brides,sco
157,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/St%20Collumbkilles%20primary,,,,St Collumbkilles,sco
158,https://scotcrestschools.co.uk/index.php?route=product/category&path=1_3_503,,,,St Cuthberts Primary,sco
159,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/ST-ELIZABETHS,,,,St Elizabeths Primary,sco
160,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/St%20John%20Ogilvie%20High,,,,St John Ogilvie High,sco
161,https://scotcrestschools.co.uk/index.php?route=product/category&path=1_3_391,,,,St Johns,sco
162,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/St%20Johns%20Blackwood,,,,St Johns Blackwood,sco
163,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/St%20Josephs%20Primary,,,,St Josephs Primary,sco
164,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/St%20Marks%20Hamilton,,,,St Marks Hamilton,sco
165,https://scotcrestschools.co.uk/index.php?route=product/category&path=1_3_395,,,,St Marys Primary,sco
166,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/St%20Marys%20Primary%20Larkhall,,,,St Marys Primary Larkhall,sco
167,https://scotcrestschools.co.uk/index.php?route=product/category&path=1_3_406,,,,St Ninians Primary,sco
168,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/St%20Paul's%20Primary,,,,St Paul's Primary,sco
169,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/st-peter,,,,St Peters Primary,sco
170,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/Stonehouse%20Primary,,,,Stonehouse Primary,sco
171,https://scotcrestschools.co.uk/index.php?route=product/category&path=1_3_544,,,,Stonelaw High,sco
172,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/strathaven%20academy,,,,Strathaven Academy,sco
173,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/Townhill,,,,Townhill Primary,sco
174,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/Trinity-High-School,,,,Trinity High School,sco
175,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/Uddingston%20Grammar,,,,Uddingston Grammar,sco
176,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/Udston%20Primary,,,,Udston Primary,sco
177,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/Walston%20Primary%20School,,,,Walston Primary School,sco
178,https://scotcrestschools.co.uk/Find-Your-School/South-Lanarkshire/Westeroverton%20Primary,,,,Westeroverton Primary,sco
179,https://scotcrestschools.co.uk/index.php?route=product/category&path=1_3_394,,,,Woodhead Primary,sco
180,https://scotcrestschools.co.uk/index.php?route=product/category&path=1_3_392,,,,Woodside Primary,sco
181,https://scotcrestschools.co.uk/Find-Your-School/Stirling/Bridge%20of%20Allan%20Primary,,,,Bridge of Allan Primary,sco
182,https://scotcrestschools.co.uk/Find-Your-School/Stirling/Cornton-Primary,,,,Cornton Primary,sco
183,https://scotcrestschools.co.uk/Find-Your-School/Stirling/dunblane-primary,,,,Dunblane Primary School,sco
184,https://scotcrestschools.co.uk/Find-Your-School/Stirling/St%20Modans%20High%20School,,,,St Modan's High School,sco
185,https://scotcrestschools.co.uk/Find-Your-School/Stirling/St-Patricks-Denny,,,,St Patricks (Denny),sco
186,https://scotcrestschools.co.uk/index.php?route=product/category&path=1_5_441,,,,Wallace High,sco
187,https://scotcrestschools.co.uk/Find-Your-School/Stirling/Cambusbarron-Primary,,,,Cambusbarron Primary,sco
188,https://scotcrestschools.co.uk/Find-Your-School/East-Lothian/Musselburgh%20Grammar,,,,Musselburgh Grammar,sco
189,https://scotcrestschools.co.uk/Find-Your-School/Perthshire/St-Dominics-RCPS,,,,St Dominic’s RCPS,sco
190,https://scotcrestschools.co.uk/Find-Your-School/East-Dunbartonshire/Gartconner-Primary,,,,Gartconner Primary,sco
0,https://macgregorschoolwear.co.uk/product-category/12-deals-of-christmas/,,,,12 Deals of Christmas,mac
1,https://macgregorschoolwear.co.uk/product-category/accessories/,,,,Accessories,mac
2,https://macgregorschoolwear.co.uk/product-category/schoolwear-clearance-macgregor-industrial-supplies/,,,,CLEARANCE,mac
3,https://macgregorschoolwear.co.uk/product-category/cluny-primary-primary-schools/,,,,Cluny Primary School,mac
4,https://macgregorschoolwear.co.uk/product-category/nursery-pre-schools/,,,,Nursery & Pre Schools,mac
5,https://macgregorschoolwear.co.uk/product-category/nursery-pre-schools/ankerville-nursery/,,,,Ankerville Nursery,mac
6,https://macgregorschoolwear.co.uk/product-category/nursery-pre-schools/ardross-nursery/,,,,Ardross Nursery,mac
7,https://macgregorschoolwear.co.uk/product-category/nursery-pre-schools/coulhill-nursery/,,,,Coulhill Nursery,mac
8,https://macgregorschoolwear.co.uk/product-category/nursery-pre-schools/duncan-forbes-nursery/,,,,Duncan Forbes Nursery,mac
9,https://macgregorschoolwear.co.uk/product-category/nursery-pre-schools/park-nursery/,,,,Park Nursery,mac
10,https://macgregorschoolwear.co.uk/product-category/nursery-pre-schools/pennyland-nursery/,,,,Pennyland Nursery,mac
11,https://macgregorschoolwear.co.uk/product-category/nursery-pre-schools/south-lodge-nursery/,,,,South Lodge Nursery,mac
12,https://macgregorschoolwear.co.uk/product-category/nursery-pre-schools/three-bears-nursery/,,,,Three Bears Nursery,mac
13,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/,,,,Primary Schools,mac
14,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/aldourie-primary-school/,,,,Aldourie Primary School,mac
15,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/ardross-primary/,,,,Ardross Primary,mac
16,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/avoch-primary/,,,,Avoch Primary,mac
17,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/balloch-primary/,,,,Balloch Primary,mac
18,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/balmedie-primary/,,,,Balmedie Primary School,mac
19,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/beauly-primary-school/,,,,Beauly Primary School,mac
20,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/ben-wyvis-primary-school/,,,,Ben Wyvis Primary School,mac
21,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/bishop-eden/,,,,Bishop Eden Primary,mac
22,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/bonar-bridge-primary/,,,,Bonar Bridge Primary,mac
23,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/bower-primary/,,,,Bower Primary,mac
24,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/bridgend-primary/,,,,Bridgend Primary,mac
25,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/broadford-primary/,,,,Broadford Primary,mac
26,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/brora-primary/,,,,Brora Primary,mac
27,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/bualnaluib-primary/,,,,Bualnaluib Primary,mac
28,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/bun-sgoil-shleite/,,,,Bun-Sgoil Shleite,mac
29,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/castletown-primary/,,,,Castletown Primary,mac
30,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/cauldeen-primary/,,,,Cauldeen Primary,mac
31,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/central-primary/,,,,Central Primary,mac
32,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/coulhill-primary/,,,,Coulhill Primary,mac
33,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/cradle-hall-primary-school/,,,,Cradlehall Primary School,mac
34,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/craighill-primary/,,,,Craighill Primary,mac
35,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/cromarty-primary-school/,,,,Cromarty Primary School,mac
36,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/crown-primary/,,,,Crown Primary,mac
37,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/dalneigh-primary/,,,,Dalneigh Primary,mac
38,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/dingwall-primary/,,,,Dingwall Primary,mac
39,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/dornoch-primary/,,,,Dornoch Primary,mac
40,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/drakies-primary/,,,,Drakies Primary,mac
41,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/duncan-forbes-primary/,,,,Duncan Forbes Primary,mac
42,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/durness-primary/,,,,Durness Primary,mac
43,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/edderton-primary-school/,,,,Edderton Primary,mac
44,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/farr-primary-inverness/,,,,Farr Primary Inverness,mac
45,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/farr-primary-sutherland/,,,,Farr Primary Sutherland,mac
46,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/gairloch-primary/,,,,Gairloch Primary,mac
47,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/glaitness-primary/,,,,Glaitness Primary,mac
48,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/gledfield-primary/,,,,Gledfield Primary,mac
49,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/golspie-primary/,,,,Golspie Primary,mac
50,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/grantown-primary/,,,,Grantown Primary,mac
51,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/helmsdale-primary/,,,,Helmsdale Primary,mac
52,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/hill-of-fearn-primary/,,,,Hill of Fearn Primary,mac
53,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/hilton-of-cadboll-primary/,,,,Hilton of Cadboll Primary,mac
54,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/hilton-primary/,,,,Hilton Primary,mac
55,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/holm-primary/,,,,Holm Primary,mac
56,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/inshes-primary/,,,,Inshes Primary,mac
57,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/inver-primary/,,,,Inver Primary,mac
58,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/kiltearn-primary/,,,,Kiltearn Primary,mac
59,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/kinlochbervie-primary/,,,,Kinlochbervie Primary,mac
60,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/kinmylies-primary/,,,,Kinmylies Primary,mac
61,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/kirkhill-primary/,,,,Kirkhill Primary,mac
62,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/knockbreck-primary/,,,,Knockbreck Primary,mac
63,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/lochardil-primary-school/,,,,Lochardil Primary School,mac
64,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/melvich-primary-school/,,,,Melvich Primary School,mac
65,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/merkinch-primary/,,,,Merkinch Primary,mac
66,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/miller-academy-primary/,,,,Miller Academy Primary,mac
67,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/milton-of-leys-primary/,,,,Milton of Leys Primary,mac
68,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/milton-primary/,,,,Milton Primary,mac
69,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/muirtown-primary/,,,,Muirtown Primary,mac
70,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/munlochy-primary-school/,,,,Munlochy Primary School,mac
71,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/ness-castle-primary/,,,,Ness Castle Primary,mac
72,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/newmore-primary/,,,,Newmore Primary,mac
73,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/north-kessock-primary/,,,,North Kessock Primary,mac
74,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/obsdale-primary/,,,,Obsdale Primary,mac
75,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/park-primary/,,,,Park Primary,mac
76,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/pennyland-primary/,,,,Pennyland Primary,mac
77,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/portree-primary/,,,,Portree Primary,mac
78,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/rogart-primary/,,,,Rogart Primary,mac
79,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/scourie-primary/,,,,Scourie Primary,mac
80,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/sgoil-nan-loch/,,,,Sgoil Nan Loch (Loch Primary),mac
81,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/smithton-primary/,,,,Smithton Primary,mac
82,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/south-lodge-primary/,,,,South Lodge Primary,mac
83,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/spean-bridge-primary/,,,,Spean Bridge Primary,mac
84,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/st-andrews-primary/,,,,St Andrews Primary,mac
85,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/st-clements-school/,,,,St Clement's School,mac
86,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/st-duthus-school-2/,,,,St Duthus School,mac
87,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/st-josephs-primary/,,,,St. Josephs Primary,mac
88,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/strathpeffer-primary/,,,,Strathpeffer Primary,mac
89,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/tarbat-old-primary-primary-schools/,,,,Tarbat Old Primary,mac
90,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/tarradale-primary-primary-schools/,,,,Tarradale Primary,mac
91,https://macgregorschoolwear.co.uk/product-category/primary-school-uniform/tongue-primary/,,,,Tongue Primary,mac
92,https://macgregorschoolwear.co.uk/product-category/secondary-school/,,,,Secondary Schools,mac
93,https://macgregorschoolwear.co.uk/product-category/secondary-school/charleston-academy/,,,,Charleston Academy,mac
94,https://macgregorschoolwear.co.uk/product-category/secondary-school/dingwall-academy/,,,,Dingwall Academy,mac
95,https://macgregorschoolwear.co.uk/product-category/secondary-school/dornoch-academy/,,,,Dornoch Academy,mac
96,https://macgregorschoolwear.co.uk/product-category/secondary-school/farr-high-school/,,,,Farr High School,mac
97,https://macgregorschoolwear.co.uk/product-category/secondary-school/fortrose-academy/,,,,Fortrose Academy,mac
98,https://macgregorschoolwear.co.uk/product-category/secondary-school/golspie-high-school/,,,,Golspie High School,mac
99,https://macgregorschoolwear.co.uk/product-category/secondary-school/grantown-grammar-school/,,,,Grantown Grammar School,mac
100,https://macgregorschoolwear.co.uk/product-category/secondary-school/invergordon-academy/,,,,Invergordon Academy,mac
101,https://macgregorschoolwear.co.uk/product-category/secondary-school/inverness-high-school-secondary-schools/,,,,Inverness High School,mac
102,https://macgregorschoolwear.co.uk/product-category/secondary-school/inverness-royal-academy-secondary-schools/,,,,Inverness Royal Academy,mac
103,https://macgregorschoolwear.co.uk/product-category/secondary-school/millburn-academy/,,,,Millburn Academy,mac
104,https://macgregorschoolwear.co.uk/product-category/secondary-school/nairn-academy-secondary-school/,,,,Nairn Academy,mac
105,https://macgregorschoolwear.co.uk/product-category/secondary-school/tain-royal-academy/,,,,Tain Royal Academy,mac
106,https://macgregorschoolwear.co.uk/product-category/secondary-school/wick-high-school/,,,,Wick High School,mac
107,https://macgregorschoolwear.co.uk/product-category/uncategorized/,,,,Uncategorized,mac
108,https://macgregorschoolwear.co.uk/product-category/unpublished_schools/,,,,Unpublished Schools,mac
109,https://macgregorschoolwear.co.uk/product-category/unpublished_schools/alness-academy/,,,,Alness Academy,mac
